,IDEmploye,IDOperation,avg_temps,avg_rendement,most_used_machine,most_used_chain,Sexe,EtatCivil,Specialite,IDChaineMontage,TauxHoraire,Allure,Status,Age,Expertise
19329,680,1782,30.0,40.03,1,20,1,2,,21,5.515,0.0,1,50.0,4
19330,680,1783,26.4,34.74,1,20,1,2,,21,5.515,0.0,1,50.0,4
19331,680,1937,26.4,48.89,1,17,1,2,,21,5.515,0.0,1,50.0,4
19332,680,1938,18.0,43.59,9,21,1,2,,21,5.515,0.0,1,50.0,4
19333,680,1966,45.0,39.81,1,12,1,2,,21,5.515,0.0,1,50.0,4
19334,680,1984,22.5,41.67,1,12,1,2,,21,5.515,0.0,1,50.0,4
19335,680,1990,18.822222222222223,37.51,9,12,1,2,,21,5.515,0.0,1,50.0,4
19336,680,1991,26.7,43.005,9,21,1,2,,21,5.515,0.0,1,50.0,4
19337,680,2008,18.008333333333333,44.56583333333333,20,19,1,2,,21,5.515,0.0,1,50.0,4
19338,680,2009,3.0,37.5,20,19,1,2,,21,5.515,0.0,1,50.0,4
19339,680,2035,12.8,37.00666666666667,12,12,1,2,,21,5.515,0.0,1,50.0,4
19340,680,2095,18.0,32.73,1,21,1,2,,21,5.515,0.0,1,50.0,4
19341,680,2102,19.8,46.82,1,19,1,2,,21,5.515,0.0,1,50.0,4
19342,680,2105,42.88333333333333,37.42083333333333,9,12,1,2,,21,5.515,0.0,1,50.0,4
19343,680,2123,51.3375,43.3775,12,12,1,2,,21,5.515,0.0,1,50.0,4
19344,680,2125,52.25,33.95,12,12,1,2,,21,5.515,0.0,1,50.0,4
19345,680,2157,36.0,61.02,1,17,1,2,,21,5.515,0.0,1,50.0,4
19346,680,2164,22.21764705882353,35.45470588235294,9,21,1,2,,21,5.515,0.0,1,50.0,4
19347,680,2231,18.6,42.8925,9,12,1,2,,21,5.515,0.0,1,50.0,4
19348,680,2232,27.2,42.075,9,19,1,2,,21,5.515,0.0,1,50.0,4
19349,680,2244,24.0,34.29,1,20,1,2,,21,5.515,0.0,1,50.0,4
19350,680,2298,65.0,33.71625,15,12,1,2,,21,5.515,0.0,1,50.0,4
19351,680,2367,50.775,34.629999999999995,16,12,1,2,,21,5.515,0.0,1,50.0,4
19352,680,2396,46.06666666666666,36.785,1,21,1,2,,21,5.515,0.0,1,50.0,4
19353,680,2412,36.0,46.38666666666666,1,21,1,2,,21,5.515,0.0,1,50.0,4
19354,680,2434,21.0,30.442500000000003,1,12,1,2,,21,5.515,0.0,1,50.0,4
19355,680,2494,37.0,35.3325,4,12,1,2,,21,5.515,0.0,1,50.0,4
19356,680,2518,20.75,44.22,16,12,1,2,,21,5.515,0.0,1,50.0,4
19357,680,2545,37.10657894736842,46.72236842105264,12,12,1,2,,21,5.515,0.0,1,50.0,4
19358,680,2558,21.0,42.86,1,12,1,2,,21,5.515,0.0,1,50.0,4
19359,680,2566,40.8,62.77,1,12,1,2,,21,5.515,0.0,1,50.0,4
19360,680,2571,42.9,43.77,1,12,1,2,,21,5.515,0.0,1,50.0,4
19361,680,2572,62.7,43.4675,1,12,1,2,,21,5.515,0.0,1,50.0,4
19362,680,2641,52.72727272727273,42.440000000000005,13,21,1,2,,21,5.515,0.0,1,50.0,4
19363,680,2642,126.0,42.57,3,19,1,2,,21,5.515,0.0,1,50.0,4
19364,680,2656,46.66666666666666,34.43333333333333,1,12,1,2,,21,5.515,0.0,1,50.0,4
19365,680,2659,46.66666666666666,33.54333333333334,1,12,1,2,,21,5.515,0.0,1,50.0,4
19366,680,2673,88.8,45.77,16,12,1,2,,21,5.515,0.0,1,50.0,4
19367,680,2679,43.5,71.31,1,19,1,2,,21,5.515,0.0,1,50.0,4
19368,680,2681,21.6,44.08,9,17,1,2,,21,5.515,0.0,1,50.0,4
19369,680,2683,22.2,43.53,9,19,1,2,,21,5.515,0.0,1,50.0,4
19370,680,2684,9.2,23.0,1,21,1,2,,21,5.515,0.0,1,50.0,4
19371,680,2700,21.6,44.08,9,17,1,2,,21,5.515,0.0,1,50.0,4
19372,680,2732,7.5,50.0,9,19,1,2,,21,5.515,0.0,1,50.0,4
19373,680,2770,43.61724137931035,44.632413793103446,1,12,1,2,,21,5.515,0.0,1,50.0,4
19374,680,2771,12.0,29.27,9,12,1,2,,21,5.515,0.0,1,50.0,4
19375,680,2775,45.12,72.584,1,19,1,2,,21,5.515,0.0,1,50.0,4
19376,680,2780,45.0,43.69,1,12,1,2,,21,5.515,0.0,1,50.0,4
19377,680,2786,5.25,22.455,9,19,1,2,,21,5.515,0.0,1,50.0,4
19378,680,2788,12.833333333333334,36.92666666666667,1,21,1,2,,21,5.515,0.0,1,50.0,4
19379,680,2792,15.2,30.4,1,19,1,2,,21,5.515,0.0,1,50.0,4
19380,680,2803,24.525,61.7475,9,20,1,2,,21,5.515,0.0,1,50.0,4
19381,680,2804,49.05,58.9275,9,20,1,2,,21,5.515,0.0,1,50.0,4
19382,680,2805,12.0,31.58,13,12,1,2,,21,5.515,0.0,1,50.0,4
19383,680,2821,37.4,57.2975,9,12,1,2,,21,5.515,0.0,1,50.0,4
19384,680,2842,40.0,28.57,12,12,1,2,,21,5.515,0.0,1,50.0,4
19385,680,2869,4.5,30.0,3,19,1,2,,21,5.515,0.0,1,50.0,4
19386,680,2876,18.4,24.21,1,21,1,2,,21,5.515,0.0,1,50.0,4
19387,680,2907,26.25,45.69,12,12,1,2,,21,5.515,0.0,1,50.0,4
19388,680,2925,33.0,44.395,1,12,1,2,,21,5.515,0.0,1,50.0,4
19389,680,2944,70.55,34.9445,12,12,1,2,,21,5.515,0.0,1,50.0,4
19390,680,2945,7.35,30.89,1,12,1,2,,21,5.515,0.0,1,50.0,4
19391,680,2961,42.0,32.31,12,12,1,2,,21,5.515,0.0,1,50.0,4
19392,680,2998,21.6,26.67,1,12,1,2,,21,5.515,0.0,1,50.0,4
19393,680,3018,6.0,54.55,1,12,1,2,,21,5.515,0.0,1,50.0,4
19394,680,3023,14.4,45.0,9,17,1,2,,21,5.515,0.0,1,50.0,4
19396,680,3095,127.54285714285712,63.55571428571428,12,12,1,2,,21,5.515,0.0,1,50.0,4
19397,680,3107,37.5,35.71,1,12,1,2,,21,5.515,0.0,1,50.0,4
19400,680,3268,45.84,43.014,9,12,1,2,,21,5.515,0.0,1,50.0,4
19401,680,3277,110.0,35.94166666666667,3,12,1,2,,21,5.515,0.0,1,50.0,4
19402,680,3298,38.13333333333333,50.69833333333333,1,21,1,2,,21,5.515,0.0,1,50.0,4
19403,680,3303,10.8,31.76,1,21,1,2,,21,5.515,0.0,1,50.0,4
19404,680,3330,60.0,26.43,1,12,1,2,,21,5.515,0.0,1,50.0,4
19405,680,3333,16.0,69.57,1,21,1,2,,21,5.515,0.0,1,50.0,4
19406,680,3339,10.0,40.4,1,12,1,2,,21,5.515,0.0,1,50.0,4
19407,680,3342,72.0,49.347,16,12,1,2,,21,5.515,0.0,1,50.0,4
19408,680,3343,90.0,48.15888888888889,16,12,1,2,,21,5.515,0.0,1,50.0,4
19409,680,3350,71.66666666666667,29.016666666666666,16,12,1,2,,21,5.515,0.0,1,50.0,4
19410,680,3361,24.0,49.932,1,21,1,2,,21,5.515,0.0,1,50.0,4
19411,680,3460,5.4,49.095,1,12,1,2,,21,5.515,0.0,1,50.0,4
19412,687,8,80.12128378378378,27.83355855855856,9,17,1,3,,18,5.515,0.0,1,50.0,4
19413,687,589,19.39354838709677,34.2783870967742,5,17,1,3,,18,5.515,0.0,1,50.0,4
19414,687,633,43.2,86.4,12,17,1,3,,18,5.515,0.0,1,50.0,4
19415,687,674,52.47147147147148,28.872402402402404,9,17,1,3,,18,5.515,0.0,1,50.0,4
19416,687,779,79.28116883116883,26.10727272727273,9,17,1,3,,18,5.515,0.0,1,50.0,4
19417,687,840,43.2,86.4,1,17,1,3,,18,5.515,0.0,1,50.0,4
19418,687,842,81.4,88.48,12,17,1,3,,18,5.515,0.0,1,50.0,4
19419,687,845,54.5,45.42,12,13,1,3,,18,5.515,0.0,1,50.0,4
19420,687,894,67.33333333333333,63.47333333333333,9,17,1,3,,18,5.515,0.0,1,50.0,4
19421,687,910,9.0,42.86,1,17,1,3,,18,5.515,0.0,1,50.0,4
19422,687,912,35.0,47.5375,9,17,1,3,,18,5.515,0.0,1,50.0,4
19423,687,913,19.611538461538466,33.27461538461539,9,17,1,3,,18,5.515,0.0,1,50.0,4
19424,687,923,49.0,48.565,12,13,1,3,,18,5.515,0.0,1,50.0,4
19425,687,1001,12.9,15.831666666666669,9,11,1,3,,18,5.515,0.0,1,50.0,4
19426,687,1072,24.0,82.76,12,17,1,3,,18,5.515,0.0,1,50.0,4
19429,687,1140,28.2,25.173333333333336,9,17,1,3,,18,5.515,0.0,1,50.0,4
19430,687,1203,19.65,23.054,9,17,1,3,,18,5.515,0.0,1,50.0,4
19431,687,1221,14.5,17.845,4,13,1,3,,18,5.515,0.0,1,50.0,4
19432,687,1251,14.4,29.39,1,17,1,3,,18,5.515,0.0,1,50.0,4
19433,687,1476,12.333333333333334,18.256666666666664,9,15,1,3,,18,5.515,0.0,1,50.0,4
19434,687,1561,9.0,19.57,4,17,1,3,,18,5.515,0.0,1,50.0,4
19435,687,1567,9.0,19.57,4,17,1,3,,18,5.515,0.0,1,50.0,4
19436,687,1604,2.588235294117647,36.76352941176471,9,18,1,3,,18,5.515,0.0,1,50.0,4
19438,687,1735,23.822727272727278,34.78590909090909,9,17,1,3,,18,5.515,0.0,1,50.0,4
19439,687,1970,31.565,24.443,9,15,1,3,,18,5.515,0.0,1,50.0,4
19440,687,1990,34.5,22.455,9,17,1,3,,18,5.515,0.0,1,50.0,4
19442,687,2372,16.333333333333332,23.95833333333333,9,17,1,3,,18,5.515,0.0,1,50.0,4
19444,687,2415,11.15625,21.7925,9,15,1,3,,18,5.515,0.0,1,50.0,4
19445,687,2650,10.5,14.296666666666669,9,17,1,3,,18,5.515,0.0,1,50.0,4
19447,687,2821,48.0,34.29,9,17,1,3,,18,5.515,0.0,1,50.0,4
19448,687,3014,7.0,35.0,1,17,1,3,,18,5.515,0.0,1,50.0,4
19449,687,3108,68.18181818181819,44.53636363636363,9,22,1,3,,18,5.515,0.0,1,50.0,4
19450,687,3109,34.25,43.65375,9,22,1,3,,18,5.515,0.0,1,50.0,4
19451,687,3110,58.333333333333336,47.52,9,22,1,3,,18,5.515,0.0,1,50.0,4
19452,687,3111,37.5,46.52,9,22,1,3,,18,5.515,0.0,1,50.0,4
19453,687,3112,102.76315789473684,44.10947368421053,9,22,1,3,,18,5.515,0.0,1,50.0,4
19454,687,3115,43.75,44.11875,9,22,1,3,,18,5.515,0.0,1,50.0,4
19455,687,3117,72.91666666666667,42.37,9,22,1,3,,18,5.515,0.0,1,50.0,4
19456,687,3137,62.1875,43.85625,9,22,1,3,,18,5.515,0.0,1,50.0,4
19457,687,3155,50.0,61.73,9,22,1,3,,18,5.515,0.0,1,50.0,4
19460,687,3238,25.0,35.71,9,22,1,3,,18,5.515,0.0,1,50.0,4
19461,687,3241,50.0,33.11,9,22,1,3,,18,5.515,0.0,1,50.0,4
19462,694,103,31.380000000000003,20.484,15,21,1,2,,17,5.515,0.0,1,37.0,4
19463,694,556,86.75925925925925,68.85444444444444,13,11,1,2,,17,5.515,0.0,1,37.0,4
19464,694,574,48.4,26.3,1,17,1,2,,17,5.515,0.0,1,37.0,4
19465,694,575,46.40384615384615,60.64153846153847,1,21,1,2,,17,5.515,0.0,1,37.0,4
19466,694,581,94.19444444444444,44.39555555555555,13,21,1,2,,17,5.515,0.0,1,37.0,4
19467,694,584,29.625,54.2,13,21,1,2,,17,5.515,0.0,1,37.0,4
19468,694,588,22.0,23.91,11,17,1,2,,17,5.515,0.0,1,37.0,4
19469,694,599,65.8125,59.75,14,21,1,2,,17,5.515,0.0,1,37.0,4
19470,694,604,124.0,33.79,15,21,1,2,,17,5.515,0.0,1,37.0,4
19471,694,609,77.07894736842105,79.93842105263157,13,21,1,2,,17,5.515,0.0,1,37.0,4
19472,694,613,60.64015151515152,51.35909090909091,13,21,1,2,,17,5.515,0.0,1,37.0,4
19473,694,614,65.375,58.55,1,21,1,2,,17,5.515,0.0,1,37.0,4
19474,694,615,54.90988372093023,58.61209302325582,13,21,1,2,,17,5.515,0.0,1,37.0,4
19475,694,616,48.79444444444445,54.85933333333333,1,21,1,2,,17,5.515,0.0,1,37.0,4
19476,694,618,30.5,62.24,12,11,1,2,,17,5.515,0.0,1,37.0,4
19477,694,620,47.5,58.973333333333336,1,21,1,2,,17,5.515,0.0,1,37.0,4
19478,694,629,39.125,64.23625,13,11,1,2,,17,5.515,0.0,1,37.0,4
19479,694,642,93.28333333333332,55.852,13,21,1,2,,17,5.515,0.0,1,37.0,4
19480,694,654,44.41666666666666,60.973333333333336,13,21,1,2,,17,5.515,0.0,1,37.0,4
19481,694,674,33.892857142857146,39.04714285714285,9,17,1,2,,17,5.515,0.0,1,37.0,4
19482,694,680,84.75,20.67,1,11,1,2,,17,5.515,0.0,1,37.0,4
19483,694,706,20.25,66.675,12,21,1,2,,17,5.515,0.0,1,37.0,4
19484,694,709,74.4,27.45,15,21,1,2,,17,5.515,0.0,1,37.0,4
19485,694,713,30.0,46.84166666666667,13,21,1,2,,17,5.515,0.0,1,37.0,4
19486,694,714,28.77083333333333,71.28083333333333,12,21,1,2,,17,5.515,0.0,1,37.0,4
19487,694,716,16.0,59.60333333333333,13,11,1,2,,17,5.515,0.0,1,37.0,4
19488,694,717,39.66666666666666,62.42333333333334,1,21,1,2,,17,5.515,0.0,1,37.0,4
19489,694,735,20.0,60.61,9,21,1,2,,17,5.515,0.0,1,37.0,4
19490,694,741,40.5,44.02,16,11,1,2,,17,5.515,0.0,1,37.0,4
19491,694,762,30.666666666666668,61.96666666666667,12,11,1,2,,17,5.515,0.0,1,37.0,4
19492,694,793,82.26842105263158,57.28210526315789,12,17,1,2,,17,5.515,0.0,1,37.0,4
19493,694,811,44.8,53.33,9,17,1,2,,17,5.515,0.0,1,37.0,4
19494,694,818,32.625,61.04333333333333,1,21,1,2,,17,5.515,0.0,1,37.0,4
19495,694,839,16.0,29.63,1,11,1,2,,17,5.515,0.0,1,37.0,4
19496,694,842,11.2,43.08,12,21,1,2,,17,5.515,0.0,1,37.0,4
19497,694,845,12.5,62.5,12,21,1,2,,17,5.515,0.0,1,37.0,4
19498,694,854,54.771428571428565,51.027142857142856,1,17,1,2,,17,5.515,0.0,1,37.0,4
19499,694,856,8.0,36.36,1,17,1,2,,17,5.515,0.0,1,37.0,4
19500,694,857,33.0,53.418000000000006,12,11,1,2,,17,5.515,0.0,1,37.0,4
19501,694,888,31.40833333333333,47.031666666666666,12,11,1,2,,17,5.515,0.0,1,37.0,4
19502,694,890,30.70833333333333,46.836666666666666,1,11,1,2,,17,5.515,0.0,1,37.0,4
19503,694,908,12.0,26.09,9,21,1,2,,17,5.515,0.0,1,37.0,4
19504,694,916,7.8,24.38,9,11,1,2,,17,5.515,0.0,1,37.0,4
19505,694,923,35.25,49.1,12,17,1,2,,17,5.515,0.0,1,37.0,4
19506,694,926,49.5,69.89,12,21,1,2,,17,5.515,0.0,1,37.0,4
19507,694,934,82.825,54.0915,13,11,1,2,,17,5.515,0.0,1,37.0,4
19508,694,962,18.0,52.94,1,17,1,2,,17,5.515,0.0,1,37.0,4
19509,694,963,21.175,28.575000000000003,13,12,1,2,,17,5.515,0.0,1,37.0,4
19510,694,975,51.81818181818182,59.2,12,11,1,2,,17,5.515,0.0,1,37.0,4
19511,694,978,31.166666666666668,44.96666666666667,13,17,1,2,,17,5.515,0.0,1,37.0,4
19512,694,982,29.375,45.7225,1,17,1,2,,17,5.515,0.0,1,37.0,4
19513,694,983,56.05,87.322,1,11,1,2,,17,5.515,0.0,1,37.0,4
19514,694,989,25.5,27.46,1,21,1,2,,17,5.515,0.0,1,37.0,4
19515,694,997,28.125,42.79,1,21,1,2,,17,5.515,0.0,1,37.0,4
19516,694,998,47.18333333333334,55.10166666666667,1,17,1,2,,17,5.515,0.0,1,37.0,4
19517,694,1004,95.53703703703704,52.43148148148149,13,21,1,2,,17,5.515,0.0,1,37.0,4
19518,694,1005,83.25,57.84,1,21,1,2,,17,5.515,0.0,1,37.0,4
19519,694,1011,86.0,50.268,13,21,1,2,,17,5.515,0.0,1,37.0,4
19520,694,1012,58.333333333333336,65.19333333333333,13,21,1,2,,17,5.515,0.0,1,37.0,4
19521,694,1025,15.6,31.33333333333333,9,21,1,2,,17,5.515,0.0,1,37.0,4
19522,694,1029,26.5,32.72,1,11,1,2,,17,5.515,0.0,1,37.0,4
19523,694,1039,81.97058823529412,55.296470588235294,12,21,1,2,,17,5.515,0.0,1,37.0,4
19524,694,1040,83.5,57.8625,12,21,1,2,,17,5.515,0.0,1,37.0,4
19525,694,1042,27.2,51.11,12,11,1,2,,17,5.515,0.0,1,37.0,4
19526,694,1045,25.2,29.3,12,11,1,2,,17,5.515,0.0,1,37.0,4
19527,694,1049,24.47837837837838,35.93540540540541,9,14,1,2,,17,5.515,0.0,1,37.0,4
19528,694,1050,38.675,43.5325,3,11,1,2,,17,5.515,0.0,1,37.0,4
19529,694,1060,105.44444444444444,73.23222222222222,12,11,1,2,,17,5.515,0.0,1,37.0,4
19530,694,1076,23.966666666666665,52.38333333333333,12,11,1,2,,17,5.515,0.0,1,37.0,4
19531,694,1097,45.0,48.91,15,17,1,2,,17,5.515,0.0,1,37.0,4
19532,694,1100,42.85714285714285,54.03,1,17,1,2,,17,5.515,0.0,1,37.0,4
19533,694,1101,14.5,65.91,1,11,1,2,,17,5.515,0.0,1,37.0,4
19534,694,1138,49.6,60.49,13,12,1,2,,17,5.515,0.0,1,37.0,4
19535,694,1140,6.0,23.08,9,21,1,2,,17,5.515,0.0,1,37.0,4
19536,694,1144,16.9,38.505,1,11,1,2,,17,5.515,0.0,1,37.0,4
19537,694,1151,27.73333333333333,31.51333333333334,1,21,1,2,,17,5.515,0.0,1,37.0,4
19538,694,1156,4.2,33.63666666666666,1,11,1,2,,17,5.515,0.0,1,37.0,4
19539,694,1162,23.0,36.45,1,11,1,2,,17,5.515,0.0,1,37.0,4
19540,694,1167,24.5,50.0,13,11,1,2,,17,5.515,0.0,1,37.0,4
19541,694,1169,55.9375,37.745,1,11,1,2,,17,5.515,0.0,1,37.0,4
19542,694,1175,22.8125,52.69,13,11,1,2,,17,5.515,0.0,1,37.0,4
19543,694,1215,28.5,63.60333333333333,4,11,1,2,,17,5.515,0.0,1,37.0,4
19544,694,1221,134.06405405405405,48.32372972972973,4,11,1,2,,17,5.515,0.0,1,37.0,4
19545,694,1236,67.97857142857143,49.58571428571429,1,11,1,2,,17,5.515,0.0,1,37.0,4
19546,694,1262,44.708333333333336,61.08166666666667,1,21,1,2,,17,5.515,0.0,1,37.0,4
19547,694,1275,44.285714285714285,44.114285714285714,9,11,1,2,,17,5.515,0.0,1,37.0,4
19548,694,1288,96.6875,71.4475,1,21,1,2,,17,5.515,0.0,1,37.0,4
19549,694,1333,18.4,58.815,12,12,1,2,,17,5.515,0.0,1,37.0,4
19550,694,1363,138.0,55.324,13,21,1,2,,17,5.515,0.0,1,37.0,4
19551,694,1365,35.25,50.36,1,11,1,2,,17,5.515,0.0,1,37.0,4
19552,694,1366,82.02916666666667,55.69375,1,17,1,2,,17,5.515,0.0,1,37.0,4
19553,694,1370,40.0,81.63,1,11,1,2,,17,5.515,0.0,1,37.0,4
19554,694,1388,32.25,46.24,1,15,1,2,,17,5.515,0.0,1,37.0,4
19555,694,1395,19.2,61.94,12,12,1,2,,17,5.515,0.0,1,37.0,4
19556,694,1398,12.0,22.22,1,21,1,2,,17,5.515,0.0,1,37.0,4
19557,694,1411,24.0,109.09,9,11,1,2,,17,5.515,0.0,1,37.0,4
19558,694,1415,40.0,48.735,1,11,1,2,,17,5.515,0.0,1,37.0,4
19559,694,1419,5.366666666666667,41.49333333333333,9,17,1,2,,17,5.515,0.0,1,37.0,4
19560,694,1424,55.5,68.10499999999999,1,21,1,2,,17,5.515,0.0,1,37.0,4
19561,694,1435,59.0,60.184000000000005,1,14,1,2,,17,5.515,0.0,1,37.0,4
19562,694,1441,55.5,34.26,1,11,1,2,,17,5.515,0.0,1,37.0,4
19563,694,1453,14.75,46.09,9,11,1,2,,17,5.515,0.0,1,37.0,4
19564,694,1459,24.866666666666664,19.566666666666663,1,21,1,2,,17,5.515,0.0,1,37.0,4
19565,694,1469,36.4,63.65,1,17,1,2,,17,5.515,0.0,1,37.0,4
19566,694,1491,26.0,67.71000000000001,13,11,1,2,,17,5.515,0.0,1,37.0,4
19567,694,1495,33.6,60.0,12,12,1,2,,17,5.515,0.0,1,37.0,4
19568,694,1497,34.541666666666664,43.215,1,17,1,2,,17,5.515,0.0,1,37.0,4
19569,694,1498,23.0,60.53,1,11,1,2,,17,5.515,0.0,1,37.0,4
19570,694,1502,14.85,46.364,5,17,1,2,,17,5.515,0.0,1,37.0,4
19571,694,1506,7.96875,44.18625,1,11,1,2,,17,5.515,0.0,1,37.0,4
19572,694,1512,15.0,25.42,1,21,1,2,,17,5.515,0.0,1,37.0,4
19573,694,1513,78.51851851851852,63.75925925925926,1,11,1,2,,17,5.515,0.0,1,37.0,4
19574,694,1530,25.416666666666668,51.85999999999999,1,11,1,2,,17,5.515,0.0,1,37.0,4
19575,694,1549,32.0,34.78,9,17,1,2,,17,5.515,0.0,1,37.0,4
19576,694,1555,28.0,44.81666666666666,1,11,1,2,,17,5.515,0.0,1,37.0,4
19577,694,1579,29.0625,56.105,1,11,1,2,,17,5.515,0.0,1,37.0,4
19578,694,1581,48.36,25.07,1,11,1,2,,17,5.515,0.0,1,37.0,4
19579,694,1586,9.5,51.275,1,11,1,2,,17,5.515,0.0,1,37.0,4
19580,694,1597,2.6,52.0,1,11,1,2,,17,5.515,0.0,1,37.0,4
19581,694,1601,50.625,46.735,1,11,1,2,,17,5.515,0.0,1,37.0,4
19582,694,1602,43.3125,69.5275,5,11,1,2,,17,5.515,0.0,1,37.0,4
19583,694,1604,6.5,43.33,9,17,1,2,,17,5.515,0.0,1,37.0,4
19584,694,1629,21.375,38.495000000000005,1,17,1,2,,17,5.515,0.0,1,37.0,4
19585,694,1632,91.45,51.757200000000005,12,11,1,2,,17,5.515,0.0,1,37.0,4
19586,694,1637,10.125,51.775,1,11,1,2,,17,5.515,0.0,1,37.0,4
19587,694,1638,22.875,45.615,1,11,1,2,,17,5.515,0.0,1,37.0,4
19588,694,1640,72.1875,72.7575,12,11,1,2,,17,5.515,0.0,1,37.0,4
19589,694,1648,26.4375,47.42,1,11,1,2,,17,5.515,0.0,1,37.0,4
19590,694,1653,14.5,53.7,1,17,1,2,,17,5.515,0.0,1,37.0,4
19591,694,1657,191.984375,51.465625,4,11,1,2,,17,5.515,0.0,1,37.0,4
19592,694,1660,30.375,68.78666666666668,12,11,1,2,,17,5.515,0.0,1,37.0,4
19593,694,1662,12.35,26.85,1,21,1,2,,17,5.515,0.0,1,37.0,4
19594,694,1668,48.5,27.25,1,11,1,2,,17,5.515,0.0,1,37.0,4
19595,694,1711,75.33333333333333,52.42888888888889,1,11,1,2,,17,5.515,0.0,1,37.0,4
19596,694,1713,113.0,66.65666666666667,12,11,1,2,,17,5.515,0.0,1,37.0,4
19597,694,1717,16.5,13.52,1,21,1,2,,17,5.515,0.0,1,37.0,4
19598,694,1729,53.375,30.065,4,11,1,2,,17,5.515,0.0,1,37.0,4
19599,694,1745,88.71428571428571,50.77,1,11,1,2,,17,5.515,0.0,1,37.0,4
19600,694,1750,9.6,30.0,1,11,1,2,,17,5.515,0.0,1,37.0,4
19601,694,1769,23.0,53.49,1,21,1,2,,17,5.515,0.0,1,37.0,4
19602,694,1776,78.92307692307692,66.41923076923078,12,11,1,2,,17,5.515,0.0,1,37.0,4
19603,694,1782,46.583333333333336,62.85,1,17,1,2,,17,5.515,0.0,1,37.0,4
19604,694,1783,63.15833333333333,41.906666666666666,1,21,1,2,,17,5.515,0.0,1,37.0,4
19605,694,1785,34.11666666666667,25.23333333333333,1,21,1,2,,17,5.515,0.0,1,37.0,4
19606,694,1789,64.5,54.66,1,11,1,2,,17,5.515,0.0,1,37.0,4
19607,694,1790,21.70833333333333,43.35,1,11,1,2,,17,5.515,0.0,1,37.0,4
19608,694,1791,21.5,56.58,1,11,1,2,,17,5.515,0.0,1,37.0,4
19609,694,1792,30.0,23.246,16,21,1,2,,17,5.515,0.0,1,37.0,4
19610,694,1835,107.5,84.64,15,21,1,2,,17,5.515,0.0,1,37.0,4
19611,694,1878,97.375,68.17571428571429,15,11,1,2,,17,5.515,0.0,1,37.0,4
19612,694,1929,27.5,46.620000000000005,1,11,1,2,,17,5.515,0.0,1,37.0,4
19613,694,1937,18.0,22.22,1,21,1,2,,17,5.515,0.0,1,37.0,4
19614,694,1940,12.0,22.22,5,21,1,2,,17,5.515,0.0,1,37.0,4
19615,694,1953,21.0,50.82666666666666,1,11,1,2,,17,5.515,0.0,1,37.0,4
19616,694,1955,24.0,26.09,5,21,1,2,,17,5.515,0.0,1,37.0,4
19617,694,1956,49.5,59.81,12,11,1,2,,17,5.515,0.0,1,37.0,4
19618,694,1961,45.15384615384615,53.73923076923077,13,11,1,2,,17,5.515,0.0,1,37.0,4
19619,694,1964,48.0,52.17,16,11,1,2,,17,5.515,0.0,1,37.0,4
19620,694,1970,47.25,54.57,9,11,1,2,,17,5.515,0.0,1,37.0,4
19621,694,1978,24.0,29.63,1,11,1,2,,17,5.515,0.0,1,37.0,4
19622,694,1983,27.0,32.595,1,17,1,2,,17,5.515,0.0,1,37.0,4
19623,694,1984,23.0,36.425,1,11,1,2,,17,5.515,0.0,1,37.0,4
19624,694,1985,83.75,59.77571428571429,12,11,1,2,,17,5.515,0.0,1,37.0,4
19625,694,1989,77.0,36.49,12,11,1,2,,17,5.515,0.0,1,37.0,4
19626,694,1990,7.2,23.23,9,21,1,2,,17,5.515,0.0,1,37.0,4
19627,694,1991,9.0,56.25,9,17,1,2,,17,5.515,0.0,1,37.0,4
19628,694,2043,42.9,42.338,1,11,1,2,,17,5.515,0.0,1,37.0,4
19629,694,2050,42.5,43.33083333333334,4,11,1,2,,17,5.515,0.0,1,37.0,4
19630,694,2052,25.0,46.3,1,11,1,2,,17,5.515,0.0,1,37.0,4
19631,694,2053,25.5,43.22,1,11,1,2,,17,5.515,0.0,1,37.0,4
19632,694,2056,60.0,69.01599999999999,1,21,1,2,,17,5.515,0.0,1,37.0,4
19633,694,2059,50.66666666666666,52.57888888888888,5,11,1,2,,17,5.515,0.0,1,37.0,4
19634,694,2077,26.33333333333333,19.91,13,21,1,2,,17,5.515,0.0,1,37.0,4
19635,694,2086,43.708333333333336,56.321666666666665,9,21,1,2,,17,5.515,0.0,1,37.0,4
19636,694,2087,19.916666666666668,44.35,1,11,1,2,,17,5.515,0.0,1,37.0,4
19637,694,2088,36.4,63.60333333333333,12,17,1,2,,17,5.515,0.0,1,37.0,4
19638,694,2113,54.885714285714286,61.205714285714286,1,17,1,2,,17,5.515,0.0,1,37.0,4
19639,694,2125,75.0,69.39999999999999,12,11,1,2,,17,5.515,0.0,1,37.0,4
19640,694,2183,15.0,46.88,1,11,1,2,,17,5.515,0.0,1,37.0,4
19641,694,2185,31.5,50.0,1,17,1,2,,17,5.515,0.0,1,37.0,4
19642,694,2187,71.5,72.88333333333334,1,11,1,2,,17,5.515,0.0,1,37.0,4
19643,694,2195,11.4,20.36,12,21,1,2,,17,5.515,0.0,1,37.0,4
19644,694,2197,27.75,29.21,1,11,1,2,,17,5.515,0.0,1,37.0,4
19645,694,2234,47.25,47.135,1,11,1,2,,17,5.515,0.0,1,37.0,4
19646,694,2246,13.333333333333334,44.67444444444445,9,11,1,2,,17,5.515,0.0,1,37.0,4
